Title,Link,Paragraphs,Topic,Image
"Video: Jason Sudeikis talks about late uncle, George Wendt, during Big Slick kickoff",https://www.kansascity.com/news/local/article307564601.html,"['', 'Actor George Wendt who played the lovable regular Norm at the Cheers bar in the hit television show “Cheers” had some big ties to Kansas City.', 'He attended Rockhurst University for one. He was also the uncle of Kansas City native, comedic actor Jason Sudeikis of “Ted Lasso” fame.', 'Sudeikis is currently in Kansas City as one of the celebrity hosts for the Big Slick events that raise money for Children’s Mercy Hospital through a variety of events including a celebrity softball game and a comedy variety show and auction. Wendt has appeared regularly at the events.', 'The weekend of entertainment kicked off with a news conference at Children’s Mercy Hospital where Sudeikis and the other area celebrities who host the benefit get to talk about their experience with the fundraiser and the fun things they will be doing in the coming days.', 'When Sudeikis was asked about the loss of his uncle, his answers became a little more heartfelt. The crowd on hand watched while he worked to find the words to express his feelings for his late uncle. His remembrance wasn’t all somber though. Sudeikis shared how Wendt, while attending Rockhurst, spent a lot of time at a local bar called Mike’s. He said his uncle’s time spent there served him well in preparing for the role of Norm in “Cheers.”', 'Having trouble seeing the video? Watch it here.', '', 'Part of the McClatchy Media Network', '']",Entertainment,https://news.google.com/api/attachments/CC8iI0NnNVlNa1YzVFhKeWNURm1WVUpVVFJEX0FoaXBCU2dLTWdB=-w280-h168-p-df
George Wendt's cause of death released,https://www.fox13news.com/news/george-wendts-cause-death-released-tmz,"['George Wendt, best known for his role as Norm Peterson on the NBC sitcom ""Cheers,"" has died. He was 76 years old.', 'LOS ANGELES - ""Cheers"" star George Wendt’s cause of death was revealed by the Los Angeles County Department of Public Health on Thursday.', 'Wendt died as a result of cardiac arrest with congestive heart failure, coronary artery disease and hypertension as underlying causes.', 'FILE - Pictured: George Wendt as Norm Peterson (Photo by NBCU Photo Bank/NBCUniversal via Getty Images via Getty Images)', 'Dig deeper:', 'Wendt also suffered from other conditions that may have contributed to his death including end-stage renal disease, kidney failure and hyperlipidemia, according to a death certificate obtained by TMZ.', 'Wendt died early on the morning of May 20, 2025.', 'He was 76 years old.', 'Wendt passed peacefully in his sleep while at home, according to the publicity firm The Agency Group.', ""What they're saying:"", '""George was a doting family man, a well-loved friend and confidant to all of those lucky enough to have known him,"" the family said in a statement. ""He will be missed forever."" The family has requested privacy during this time.', 'The backstory:', 'Wendt was born in Chicago, Illinois, on Oct. 17, 1948, according to IMDB.', ""After dropping out of Notre Dame University, he worked with Chicago's Second City comedy troupe until 1980."", 'Wendt is best known for his role as Norm on the popular and beloved comedy series, ""Cheers."" He was a starring cast member on the show for all 275 episodes.', 'His role as the gentle, beer-loving Norm earned him six straight Emmy Award nominations for best supporting actor in a comedy series from 1984-1989.', 'Wendt also featured in films such as ""Fletch"" and ""Forever Young."" ', 'The Source: Information for this article was taken from reporting by FOX News, The Associated Press and previous reporting by FOX Local. This story was reported from Los Angeles. ', 'All the news you need to know, every day', 'By clicking Sign Up, I confirm\nthat I have read and agree\nto the Privacy Policy\nand Terms of Service.', '', 'This material may not be published, broadcast, rewritten, or redistributed. ©2025 FOX Television Stations']",Entertainment,https://news.google.com/api/attachments/CC8iI0NnNVlNa1YzVFhKeWNURm1WVUpVVFJEX0FoaXBCU2dLTWdB=-w280-h168-p-df
Jason Sudeikis Remembers Uncle George Wendt as “an Incredible Influence”,https://www.hollywoodreporter.com/tv/tv-news/jason-sudeikis-reacts-george-wendt-death-1236229234/,"['', '', ""The 'Ted Lasso' star spoke about his 'Cheers' alum relative, who died last month at 76, at a press conference for his annual Big Slick Kansas City charity event."", '', '', 'Jason Sudeikis took some time to remember his late uncle, Cheers star George Wendt, while participating in his annual Big Slick charity event in Kansas City.', 'Wendt, who portrayed the beer-loving Norm Peterson in all 11 seasons of the NBC sitcom, died peacefully in his sleep at home last month. He was 76. ', 'The Ted Lasso star was asked about Wendt at a press conference, where he accepted condolences from a reporter on Wendt’s death and said, in part, “We miss him greatly, and I love him dearly.”', '', '“There’s that old saying of like, ‘Don’t meet your heroes,’ usually ’cause ‘they let you down,’ I assume, is the back half of that statement. But he’s not one of those people,” Sudeikis said during the Friday event. “He’s as fun and kind and as warm as any character he played on television or in films. He was an incredible influence to me, both as someone that blazed the trail, being from the Midwest and teaching me that acting was a career you could actually have, if you really care about it.”', '', '“He also always kept connected to his family, to his roots, both in Chicago, of course, where he’s from, but then also the time he spent here,” Sudeikis said, referring to Kansas City. “And to a bar called Mike’s a whole bunch, where I think he logged maybe 18 credit hours,” he then joked. “But it was all in preparation of a job that we all know him for, Cheers. All time well spent.”', ""When his microphone started malfunctioning, Sudeikis quipped, “that’s him messing with the sound board. He’s like, ‘don’t talk about me’ … just good Midwestern humility.'”"", 'Wendt, a six-time Emmy nominee, was the brother of Sudeikis’ mother, Kathryn. With both actors having prominent careers, Wendt said he was “very proud” of his nephew during a 2024 appearance on the Still Here Hollywood podcast. ', '', '“[Sudeikis is] such a great kid. Very proud,” Wendt said. “Proud especially, you know, not only of the success, but he’s solid. Have you read profiles and stuff? I mean he is such a mensch, so smart, so thoughtful. I mean, it all comes out in the show.” ', 'Similarly, Sudeikis raved about his uncle in a 2011 profile with Playboy, where he commended Wendt’s career as an actor.', ""“[Wendt] was just a good example that being an actor was a viable option,” the Ted Lasso star said, via Huffington Post. “Here’s a guy from the Midwest, in my family, who took the road less traveled and it worked out for him. The advice he gave me, and I say this jokingly, is ‘Get on one of the best sitcoms of all time and then ride it out.'”"", 'After Wendt’s death, many of his Cheers co-stars paid tribute to the late actor. In a statement to The Hollywood Reporter, Ted Danson said, “I am devastated to hear that Georgie is no longer with us. I am sending all my love to Bernadette and the children. It is going to take me a long time to get used to this. I love you, Georgie.”', 'John Ratzenberger, who also acted alongside Wendt in Cheers as Cliff Clavin, said in a statement to THR, “I’m heartbroken to hear about the passing of my friend George Wendt. For eleven years on Cheers, we shared a stage, a lot of laughs and a front-row seat to one of television’s most beloved friendships. George brought Norm to life with a subtle brilliance — the kind that made it look easy. That was his gift.”', '', 'Cheers star Rhea Perlman also reflected on their time on the series together in a statement to THR: “George Wendt was the sweetest, kindest man I ever met. It was impossible not to like him. As Carla, I was often standing next to him, as Norm always took the same seat at the end of the bar, which made it easy to grab him and beat the crap out of him at least once a week. I loved doing it and he loved pretending it didn’t hurt. What a guy! I’ll miss him more than words can say.”', 'Sign up for THR news straight to your inbox every day', 'Sign up for THR news straight to your inbox every day', 'Subscribe for full access to The Hollywood Reporter', 'Send us a tip using our anonymous form.', '', '', '', '', '']",Entertainment,https://news.google.com/api/attachments/CC8iI0NnNVlNa1YzVFhKeWNURm1WVUpVVFJEX0FoaXBCU2dLTWdB=-w280-h168-p-df
Jason Sudeikis remembers 'incredible influence' of uncle George Wendt: 'An amazing guy',https://www.usatoday.com/story/entertainment/celebrities/2025/06/02/jason-sudeikis-george-wendt-uncle/83999812007/,"['To the world, George Wendt will always be Norm. But for Jason Sudeikis, he was just Uncle George.', 'Less than two weeks after the beloved ""Cheers"" star\'s death, Sudeikis opened up about the impact of his late uncle during an appearance at Big Slick Celebrity Weekend, an annual fundraising event for Children\'s Mercy Hospital in Kansas City, Missouri, on May 30. Wendt died ""peacefully in his sleep"" on May 20 at the age of 76.', '""He was an amazing guy,"" Sudeikis, 49, said. ""With regard to my Uncle George, I mean, there\'s that old saying of, \'Don\'t meet your heroes,\' usually because \'they let you down,\' I assume, is the back half of that statement. But he\'s not one of those people.""', ""Wendt was best known for his portrayal of the beer-quaffing barfly Norm Peterson on the classic NBC sitcom, and Sudeikis reflected that the actor's everyman charm wasn't limited to the TV screen."", '""He\'s as fun and kind and as warm as any character he played on television or in films,"" the Kansas-bred actor said. ""He was an incredible influence to me, both as someone that blazed the trail being from the Midwest and teaching me that acting was a career you could actually have, if you really care about it.""', 'Despite a one-line role in the ""Cheers"" pilot, Wendt went on to appear as Norm in every episode of the series through 11 seasons (1982-93). He also had roles in movies such as ""Airplane II: The Sequel"" (1982), ""Fletch"" (1985), ""The Little Rascals"" (1994) and was a producer on the Spice Girls flick ""Spice World"" (1997).', ""Aside from Wendt's commitment to the craft, Sudeikis added that the Illinois-born actor's humility was just as much of an inspiration."", '""He also always kept connected to his family, to his roots, both in Chicago, of course, where he\'s from, but then also the time he spent here,"" said Sudeikis, referring to Kansas City, where Wendt attended college. ""We miss him greatly, and I love him dearly.""', 'Contributing: Bryan Alexander and KiMi Robinson, USA TODAY']",Entertainment,https://news.google.com/api/attachments/CC8iI0NnNVlNa1YzVFhKeWNURm1WVUpVVFJEX0FoaXBCU2dLTWdB=-w280-h168-p-df
"Jason Sudeikis pays tribute to his late uncle, ‘Cheers’ star George Wendt",https://www.cnn.com/2025/06/02/entertainment/jason-sudeikis-george-wendt-tribute,"['', 'Jason Sudeikis has broken his silence to say some lovely things about his late uncle, actor George Wendt.', 'The “Cheers” star died last month at age 76.', 'Sudeikis made an appearance over the weekend at a fundraiser for Children’s Mercy Hospital in Kansas City, Missouri, where he was asked about Wendt.', '“With regard to my uncle George, I mean, there’s that old saying of like, ‘Don’t meet your heroes,’ usually ‘cause ‘they let you down,’ I assume, is the back half of that statement,” Sudeikis said in a video captured and posted by KSHB 41. “But he’s not one of those people.”', 'The “Ted Lasso” star said his uncle was “as fun and kind and as warm as any character he played on television or in films.”', '“He was an incredible influence to me,” Sudeikis said. “Both as someone that blazes the trail, being from the Midwest and teaching me that acting was a career you could actually have, if you really care about it.”', 'That included demonstrating having “a career where you could meet the love of your life, like his wife, a.k.a. permanent girlfriend, Bernadette,” referencing Wendt’s almost 50 year marriage.', 'Family and community were important to his uncle, Sudeikis said.', '“He also always kept connected to his family, to his roots, both in Chicago, of course, where he’s from, but then also the time he spent here,” he said.', 'He joked about Wendt’s fondness for a bar called Mike’s, where Sudeikis said his uncle spent a good bit of time.', '“It was all in preparation of a job that we all know him for, ‘Cheers,’” he said. “All time well spent. But yeah, we miss him greatly and I love him dearly.”', '© 2025 Cable News Network. A Warner Bros. Discovery Company. All Rights Reserved.\nCNN Sans ™ & © 2016 Cable News Network.', '', '', '', '', '', '', '']",Entertainment,https://news.google.com/api/attachments/CC8iI0NnNVlNa1YzVFhKeWNURm1WVUpVVFJEX0FoaXBCU2dLTWdB=-w280-h168-p-df
JASON SUDEIKIS REMEMBERS LATE UNCLE GEORGE WENDT: ‘AN INCREDIBLE INFLUENCE TO ME’,https://www.rollingstone.com/tv-movies/tv-movie-news/jason-sudeikis-george-wendt-tribute-uncle-1235352247/,"['By ALTHEA LEGASPI', 'When it comes to the adage about avoiding meeting one’s heroes, Jason Sudeikis said his late uncle, actor George Wendt, was one you’d absolutely want to know. Sudeikis paid tribute over the weekend to his late uncle and Cheers star who died on May 20 at age 76.  Sudeikis spoke about his uncle while on a panel for the Big Slick fundraiser held over the weekend, which benefited Children’s Mercy Hospital in Kansas City, Missouri.', '', '', '', '', '', 'We want to hear it. Send us a tip using our anonymous form.', 'Rolling Stone is a part of Penske Media Corporation. © 2025 Rolling Stone, LLC. All rights reserved.', '', '', '', '', '']",Entertainment,https://news.google.com/api/attachments/CC8iI0NnNVlNa1YzVFhKeWNURm1WVUpVVFJEX0FoaXBCU2dLTWdB=-w280-h168-p-df
'Cheers' Star George Wendt's Cause of Death Released,https://www.tmz.com/2025/06/05/george-wendt-cause-of-death/,"['""Cheers"" star George Wendt died from cardiac arrest, TMZ has learned.', ""The Los Angeles County Department of Public Health released GW's death certificate Thursday."", ""The certificate lists George's immediate cause of death as cardiac arrest ... with congestive heart failure, coronary artery disease, and hypertension as underlying causes."", 'Other significant contributing conditions listed include end-stage renal disease -- kidney failure -- and hyperlipidemia, which relates to high cholesterol.', 'Wendt was pronounced dead at 10 AM on May 20, according to the document, and he was cremated on May 28. Family sources told TMZ ... the Chicago native died peacefully in his sleep at his home.', 'Wendt was 76.', 'RIP', 'Read our community guidelines for comments on TMZ', 'Yes! Send me email updates and offers from TMZ and its Affiliates. By subscribing, I agree to the Privacy Policy and Terms of Use']",Entertainment,https://news.google.com/api/attachments/CC8iI0NnNVlNa1YzVFhKeWNURm1WVUpVVFJEX0FoaXBCU2dLTWdB=-w280-h168-p-df
'Cheers' star George Wendt's cause of death revealed,https://www.foxnews.com/entertainment/cheers-star-george-wendt-cause-death-revealed,"['', ""Fox News host Greg Gutfeld remembers the actor's life and legacy on ‘The Five.’"", '""Cheers"" actor George Wendt\'s cause of death has been revealed. ', ""The Los Angeles County Department of Public Health listed Wendt's immediate cause of death as cardiac arrest with congestive heart failure, coronary artery disease and hypertension as underlying causes, according to documents obtained by Fox News Digital. "", 'Wendt died on May 20 at the age of 76, the document stated.', ""GEORGE WENDT, 'CHEERS' STAR, DEAD AT 76"", 'George Wendt, famous for his role as Norm Peterson on ""Cheers,"" died at the age of 76. (NBCU Photo Bank/NBCUniversal via Getty Images)', 'He died peacefully in his sleep, a family representative previously shared in a statement to Fox News Digital. ', '""George was a doting family man, a well-loved friend and confidant to all of those lucky enough to have known him,"" the statement read.', '""He will be missed forever. The family has requested privacy during this time.""', 'Wendt earned six consecutive Emmy nominations for his role on ""Cheers."" (CBS via Getty Images)', 'In all 275 episodes of the beloved NBC sitcom ""Cheers,"" Wendt starred as Norm Peterson. Throughout the show\'s course, Wendt earned six consecutive Emmy nominations for his role.', ""'CHEERS' STAR GEORGE WENDT SCORED ICONIC ROLE WITH A 1-WORD AUDITION"", 'His ""Cheers"" co-stars honored Wendt in heartfelt tributes following his death. ', '""I am devastated to hear that Georgie is no longer with us. I am sending all my love to Bernadette and the children,"" Ted Danson wrote in a statement at the time given to The Hollywood Reporter. ""It is going to take me a long time to get used to this. I love you, Georgie.""', '""Cheers,"" which aired from 1982 to 1993, was set in a Boston bar ""where everybody knows your name."" (Aaron Rapoport/Corbis)', 'Kelsey Grammer, who portrayed Frasier Crane on ""Cheers"" before he starred in his own spinoff, said, ""I believe mourning is a private matter. But I liked George a lot. He was beloved by millions.""', 'LIKE WHAT YOU’RE READING? CLICK HERE FOR MORE ENTERTAINMENT NEWS', '""Cheers"" co-star Rhea Perlman echoed a similar sentiment, saying, ""George Wendt was the sweetest, kindest man I ever met."" ', 'In one of his last interviews before his death, Wendt shared how his one-word audition sparked into him landing his iconic role.', 'Wendt\'s beloved ""Cheers"" character, Norm Peterson, became a fan favorite, as the frequent customer had a punchline for every pint. (Paul Drinkwater/NBCU Photo Bank/NBCUniversal via Getty Images)', 'HOLLYWOOD STARS WHO DIED IN 2025: PHOTOS', 'Prior to his death, Wendt reunited with ""Cheers"" co-stars Danson and Woody Harrelson for their podcast, SiriusXM\'s ""Where Everybody Knows Your Name."" During their conversation in August, he looked back on how he nearly missed out on the role that would define his career, all because of a scheduling conflict.', 'Wendt was asked to walk into the bar and say ""beer"" to Shelley Long’s character, Diane Chambers.', 'WATCH A HISTORY OF THE WORLD IN SIX GLASSES ON FOX NATION', 'Although the audition was just one syllable, it would eventually echo through sitcom history.', 'Wendt\'s beloved ""Cheers"" character, Norm Peterson, became a fan favorite, as the frequent customer had a punchline for every pint.', 'George Wendt as Norm Peterson, Kelsey Grammer as Dr. Frasier Crane, John Ratzenberger as Cliff Clavin, Shelley Long as Diane Chambers, Ted Danson as Sam Malone, Woody Harrelson as Woody Boyd and Rhea Perlman as Carla Tortelli. (Gary Null/NBCU Photo Bank/NBCUniversal via Getty Images)', '""Cheers"" aired for 11 seasons on NBC, from 1982 to 1993, and was set in a Boston bar ""where everybody knows your name.""', 'CLICK HERE TO SIGN UP FOR THE ENTERTAINMENT NEWSLETTER ', ""The cast evolved over the show's 11 seasons, but key members included Danson, Long, Perlman and John Ratzenberger."", 'Later cast additions included Grammer, Harrelson, Kirstie Alley and Bebe Neuwirth.', 'The beloved show took home 28 Emmy Awards with a total of 179 nominations.', 'CLICK HERE TO GET THE FOX NEWS APP', 'After ""Cheers"" went off-air, the actor pivoted to his own show, ""The George Wendt Show.""', 'Wendt also appeared on the big screen in movies like ""Alice in Wonderland,"" ""The Little Rascals,"" ""Santa Buddies,"" ""Airplane II: The Sequel"" and more.', ""Fox News Digital's Janelle Ash contributed to this report."", 'Stephanie Giang-Paunon is an Entertainment Writer for Fox News Digital. Story tips can be sent to stephanie.giang@fox.com and on Twitter: @SGiangPaunon.', 'Get a daily look at the top news in music, movies, television and more in the entertainment industry.', 'By entering your email and clicking the Subscribe button, you agree to the Fox News Privacy Policy and Terms of Use, and agree to receive content and promotional communications from Fox News. You understand that you can opt-out at any time.', '', '', 'This material may not be published, broadcast, rewritten, or redistributed. ©2025 FOX News Network, LLC. All rights reserved. Quotes displayed in real-time or delayed by at least 15 minutes. Market data provided by Factset. Powered and implemented by FactSet Digital Solutions. Legal Statement. Mutual Fund and ETF data provided by Refinitiv Lipper.']",Entertainment,https://news.google.com/api/attachments/CC8iI0NnNVlNa1YzVFhKeWNURm1WVUpVVFJEX0FoaXBCU2dLTWdB=-w280-h168-p-df
‘Cheers’ star George Wendt’s cause of death confirmed,https://www.nydailynews.com/2025/06/05/george-wendt-cause-of-death-cardiac-arrest/,"['', '', '', '', '', '', 'TRENDING:', '', '', 'A cause of death has been confirmed for “Cheers” star George Wendt, who died on May 20 at the age of 76.', 'The beloved actor died from cardiac arrest, according to a death certificate released by the Los Angeles County Department of Public Health and obtained by TMZ.', 'The certificate cites congestive heart failure, coronary artery disease and hypertension as underlying causes of Wendt’s death, with significant contributing conditions of kidney failure and high cholesterol.', 'Wendt reportedly died peacefully in his sleep at his home, and cremated eight days later.', '“George was a doting family man, a well-loved friend and confidant to all of those lucky enough to have known him,” his family said in a statement. “He will be missed forever.”', 'Best known for his role as Norm Peterson on “Cheers,” Wendt appeared in all 275 episodes of the NBC sitcom, which ran from 1982 to 1993. The six-time Emmy Award nominee later went on to headline “The George Wendt Show,” appear in countless movies and craft a stage career that took him to Broadway in “Art,” “Hairspray” and “Elf.”', '', '', 'MOST POPULAR', 'Body of missing NY woman found on Maine mountain one day after father', 'Wednesday, June 4', 'Queens teacher charged with rape lured teen from online application: prosecutors', 'Wednesday, June 4', 'ICE agents arrest multiple migrants in lower Manhattan after mandatory check-in', 'Wednesday, June 4', 'NYC mayoral debate turns into chaotic showdown as Cuomo comes under fire', 'Wednesday, June 4', 'Bronx mugger arrested for stomping on cop’s head extradited to NYC, charged with attempted murder', 'Thursday, June 5', 'NYPD captain fired for harassing detective with explicit texts and lewd photos: NYPD', 'Thursday, June 5', 'Jon Stewart doesn’t buy Elon Musk’s black eye story', 'Tuesday, June 3', 'Construction worker in Brooklyn shed roof collapse dies from his injuries', 'Thursday, June 5', 'Man killed by gunshot to head outside Manhattan urgent care clinic', 'Thursday, June 5', 'Trump’s Bedminster golf club hit with 18 health code violations, lowest score in county', 'Wednesday, June 4', 'TikTok star Sana Yousaf dead at 17 in ‘cold-blooded murder’', 'Tuesday, June 3', 'Man, 21, fatally shot in neck at crowded Manhattan graduation barbeque', 'Thursday, June 5', 'Missing Washington sisters found dead with hands zip-tied, bags over their heads', 'Thursday, June 5', 'Former press secretary Karine Jean-Pierre leaves Democratic Party, claims ‘betrayal’ in new book', 'Wednesday, June 4', 'Copyright © 2025 New York Daily News', ""Hurry, this deal won't last!"", '']",Entertainment,https://news.google.com/api/attachments/CC8iI0NnNVlNa1YzVFhKeWNURm1WVUpVVFJEX0FoaXBCU2dLTWdB=-w280-h168-p-df
Cause of Death Revealed for ‘Cheers’ Star George Wendt,https://www.yahoo.com/entertainment/articles/cause-death-revealed-cheers-star-223935009.html,"['', '', '', '', '', 'Beloved actor George Wendt died of heart-related issues, according to the official report from the Los Angeles County Department of Public Health.', 'Wendt, 76, passed away in his sleep from cardiac arrest, per his official death certificate, which was obtained by TMZ. Congestive heart failure, coronary artery disease, and hypertension were listed as underlying causes.', '""George was a doting family man, a well-loved friend and confidant to all of those lucky enough to have known him. He will be missed forever. The family has requested privacy during this time,"" his publicist Melissa Nathan said in a statement at the time of the actor\'s death.', 'Wendt was best known for his role as Norm Peterson on Cheers. He was one of only three characters to appear on all 275 episodes of the hit sitcom from 1982-1993, joining Sam Malone (Ted Danson) and Carla Tortelli (Rhea Perlman).', '“George Wendt was the sweetest, kindest man I ever met. It was impossible not to like him,” Perlman told the New York Post after Wendt passed away. “As Carla, I was often standing next to him, as Norm always took the same seat at the end of the bar, which made it easy to grab him and beat the crap out of him at least once a week. I loved doing it and he loved pretending it didn’t hurt. What a guy! I’ll miss him more than words can say.”', 'A native of Chicago, Wendt also appeared on Saturday Night Live, Seinfeld, Sabrina the Teenage Witch, The Simpsons, Whose Line Is It Anyway?, Frasier and Family Guy and was featured in movies like Airplane II: The Sequel, Fletch, The Little Rascals, Spice World and Outside Providence.', 'Wendt is survived by his wife Bernadette, to whom he was married since 1978, and his three children. He was also the uncle of Ted Lasso star Jason Sudeikis.', ""Cause of Death Revealed for ‘Cheers’ Star George Wendt first appeared on Men's Journal on Jun 5, 2025""]",Entertainment,https://news.google.com/api/attachments/CC8iI0NnNVlNa1YzVFhKeWNURm1WVUpVVFJEX0FoaXBCU2dLTWdB=-w280-h168-p-df
